#,Year,Month,Project,Location Name,Lat,Long,Date/time started,Date/Time Deployed,Date/Time Recovered,Date/Time Stopped,Depth (meters),Device Type,Device Number,Hydrophone Sensitivity,Gain,Sampling Rate,Duty Cycle,SD card #,Files erased form SD card after download?,Location of Data,Uploaded to Drive,Notes,On Helen's Backup
103,2017,10,MWEA,A5C,38.336,-74.723,10/4/17 8:32,10/4/17 9:42,4/11/18 13:41,3/7/18 14:30,27.5,SM3M,,165 dB re 1V/µPa,,48 kHz,5 min on and 10 off,,,SM3M 2016 Feb-2018 Apr,,,
113,2017,10,MWEA,W4C/New4,38.423,-74.774,10/4/17 7:51,10/4/17 10:34,4/12/18 6:47,3/14/18 5:49,26,C-POD,2493,NA,NA,NA,Continuous,,,,,,
110,2017,10,MWEA,W2C/New2,38.371,-74.754,10/2/17 12:03,10/4/17 10:53,4/11/18 16:10,3/26/18 17:57,27.7,C-POD,2593,NA,NA,NA,Continuous,,,,,,
111,2017,10,MWEA,W3C/CS1,38.396,-74.784,10/4/17 12:30,10/4/17 12:25,4/12/18 7:00,2/19/18 10:42,26.3,Soundtrap,67649542,,,,5 min on and 10 off,,,,,,
112,2017,10,MWEA,W3C/CS1,38.396,-74.784,10/3/17 19:22,10/4/17 12:25,4/12/18 7:00,4/13/18 9:47,26.3,C-POD,2494,NA,NA,NA,Continuous,,,,,,
114,2018,4,MWEA,A5C,38.336,-74.723,4/11/18 14:30,4/11/18 13:41,7/18/18 0:00,7/12/18 6:30,27.5,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
117,2018,4,MWEA,W1C,38.353,-74.742,4/11/18 15:30,4/11/18 14:53,7/18/18 0:00,6/5/18 1:30,27.5,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
118,2018,4,MWEA,W1C,38.353,-74.742,,4/11/18 14:53,7/18/18 0:00,,27.5,C-POD,,NA,NA,NA,Continuous,,,,,,
115,2018,4,MWEA,T1C,38.336,-74.949,4/11/18 18:15,4/11/18 17:47,7/18/18 0:00,6/30/18 20:30,19,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
116,2018,4,MWEA,T1C,38.336,-74.949,,4/11/18 17:47,7/18/18 0:00,,19,C-POD,,NA,NA,NA,Continuous,,,,,,
121,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/7/18 15:31,6/7/18 15:34,6/8/18 5:18,6/8/18 5:26,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,,
122,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/8/18 6:00,6/8/18 6:11,6/8/18 15:25,6/8/18 15:39,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,,
127,2018,6,ChesBay,Potomac River,37.913944,-76.257589,6/8/18 10:06,6/9/18 4:19,Unknown,11/16/18 10:42,1.5,C-POD,2807,NA,NA,NA,Continuous,,,,,,
124,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/11/18 7:51,6/11/18 8:00,6/15/18 10:38,6/15/18 10:38,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,issues with sd card corruption and was reaffirming correction worked,
125,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/18/18 8:43,6/18/18 8:55,6/22/18 11:00,6/22/18 10:59,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,C-POD stopped recording just after 1000 on 15/6,
126,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/25/18 7:39,6/25/18 7:48,6/29/18 15:30,6/29/18 15:51,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,all data reported in EST,
129,2018,7,ChesBay,Patuxent River Pier,38.317402,-76.451061,7/2/18 7:47,7/2/18 8:00,7/6/17 15:00,7/6/18 14:59,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,,
131,2018,7,ChesBay,Patuxent River Pier,38.317402,-76.451061,7/9/18 7:52,7/9/18 8:00,7/13/18 15:00,,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,,
132,2018,7,MWEA,A5C,38.336,-74.723,7/11/18 12:10,7/12/18 7:18,12/7/18 13:11,12/10/18 10:28,27.5,C-POD,2497,NA,NA,NA,Continuous,,,,,,
133,2018,7,MWEA,A5C,38.336,-74.723,7/12/18 7:00,7/12/18 7:18,12/7/18 13:11,12/5/18 23:45,27.5,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
139,2018,7,MWEA,W1C,38.353,-74.742,7/11/18 11:59,7/12/18 8:33,12/6/18 12:30,12/10/18 12:35,27.5,C-POD,2491,NA,NA,NA,Continuous,,,,,,
140,2018,7,MWEA,W1C,38.353,-74.742,7/12/18 8:15,7/12/18 8:33,12/6/18 12:30,10/29/18 9:00,27.5,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
141,2018,7,MWEA,W2C,38.371,-74.754,7/11/18 12:07,7/12/18 9:17,12/10/18 10:21,12/10/18 10:21,27.7,C-POD,2494,NA,NA,NA,Continuous,,,,,,
142,2018,7,MWEA,W3C,38.396,-74.784,7/11/18 12:04,7/12/18 9:52,12/6/18 12:56,12/10/18 14:30,26.3,C-POD,2496,NA,NA,NA,Continuous,,,,,,
143,2018,7,MWEA,W3C,38.396,-74.784,7/23/18 9:21,7/12/18 9:52,12/6/18 12:56,12/10/18 10:40,26.3,Soundtrap,67649542,,,,5 min on and 10 off,,,,,,
144,2018,7,MWEA,W4C,38.423,-74.774,7/11/18 12:08,7/12/18 10:17,12/7/18 8:50,12/10/18 14:15,26,C-POD,2493,NA,NA,NA,Continuous,,,,,,
137,2018,7,MWEA,T3C,38.336,-74.35,7/11/18 11:44,7/12/18 13:25,12/5/18,1/31/19 11:30,42,C-POD,2859,NA,NA,NA,Continuous,,,,,,
138,2018,7,MWEA,T3C,38.336,-74.35,7/11/18 13:30,7/12/18 13:25,10/25/19 9:10,9/3/18 6:20,42,Snap,,,2.05,48 kHz,1 on 9 off,,,SM3M 2018 AprilJul Onward,,File naming format is ddhhmmss.wav,
136,2018,7,MWEA,T2C,38.336,-74.505,7/11/18 11:44,7/12/18 14:22,12/5/18,10/22/18 21:10,45,C-POD,2593,NA,NA,NA,Continuous,,,,,,
134,2018,7,MWEA,T1C,38.336,-74.949,7/11/18 11:45,7/12/18 17:41,12/6/18 14:40,12/10/18 14:07,19,C-POD,2590,NA,NA,NA,Continuous,,,,,,
135,2018,7,MWEA,T1C,38.336,-74.949,7/12/18 17:30,7/12/18 17:41,12/6/18 14:40,10/14/18 19:00,19,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,,,
145,2018,8,ChesBay,Patuxent River Pier,38.317402,-76.451061,8/13/18 8:33,8/13/18 8:43,8/17/18 15:49,8/20/18 7:29,1.5,C-POD,,NA,NA,NA,Continuous,,,,,,
146,2018,8,ChesBay,Patuxent River Pier,38.317402,-76.451061,8/20/18 7:42,8/20/18 7:48,8/23/18 10:00,8/23/18 11:26,1.5,C-POD,,NA,NA,NA,Continuous,,,,,,
147,2018,8,ChesBay,Patuxent River Pier,38.317402,-76.451061,8/27/18 6:50,8/27/18 7:03,9/11/18 11:33,9/11/18 12:13,1.5,C-POD,,NA,NA,NA,Continuous,,,,,ended recording week early for MPT crew,
148,2018,10,ChesBay,Patuxent River Pier,38.317402,-76.451061,10/1/18 7:45,10/1/18 7:53,Unknown,11/7/18 5:10,1.5,C-POD,,NA,NA,NA,Continuous,,,,,was left in the water over the weekends during this time,
128,2018,6,ChesBay,Potomac River,37.913944,-76.257589,,Jun-18,,,1.5,Snap,,,2.05,48 kHz,2 on 8 off,,,Potomac Snap,,,
119,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/4/18 8:00,,,6/30/18 14:55,1.5,Soundtrap,67649542,,,48 kHz,5 min on and 10 off,,,,,,
120,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/4/18 10:02,,,6/30/18 14:55,1.5,Soundtrap,67649542,,,,,,,,,,
123,2018,6,ChesBay,Patuxent River Pier,38.317402,-76.451061,6/8/18 5:27,,6/8/17 15:00,,1.5,C-POD,,NA,NA,NA,Continuous,,,,,filtered all C-POD .cp3 results to only include full hours recording in the water; issues with sd card corruption and was reaffirming correction worked: May data lost due to these sd card issues,
130,2018,7,ChesBay,Patuxent River Pier,38.317402,-76.451061,7/2/18 8:52,,,7/6/18 14:52,1.5,Soundtrap,67649542,,,48 kHz,5 min on and 10 off,,,,,,
,2018,5,ChesBay,Rhode River,38.867979,-76.511731,5/15/2018 10:44,,,9/17/2018 10:21,,DSG,,169.7 dB re 1V/µPa,20 dB,44.1 kHz,5 min on and 10 off,,,SERC LS1 Hydrophone Downloads,,,
163,2019,8,MWEA,T2C,38.336,-74.505,8/21/19 14:28,8/31/18 9:20,10/24/19 11:21,10/25/19 11:35,45,C-POD,2493,NA,NA,NA,Continuous,,,,,Communicated with release at recovery time noted but did not recover until 10/25/19 12:25,
153,2019,5,ChesBay,Potomac River,37.913944,-76.257589,5/31/19 8:45,6/1/19 4:33,,7/5/19 13:35,,Snap,,,2.05,48 kHz,2 on 8 off,,,Potomac Snap,"Bailey Lab Drive > DolphinWatch > Potomac_Snap (zipped, both wav and combined flac files)",Moored with Snap device (via luggage tag).,
154,2019,5,ChesBay,Potomac River,37.913944,-76.257589,5/31/19 9:03,6/1/19 4:33,10/14/19 9:51,10/14/19 12:21,1.5,C-POD,,NA,NA,NA,Continuous,,,,,"C-POD was deployed with Snap on 5/31/2019 with a luggage tag connecting the 2 weights. This luggage tag was cut on 7/5/2019 at the time of first Snap hot-swap by Bill Fletcher and Fred Jett. C-POD remained in the water except during the time the luggage tag was being cut. CPOD was deployed with SD card #2969. C-POD was left in place on/around July 5, 2019 hot swap of the Snap device. SD Card #2969 was removed during retreival and brought back to CBL. Holes on the C-POD cap were nearly closed off with barnacles. JCT applied yellow electrical tape in hopes of warding off further biofouling.",
157,2019,7,ChesBay,Potomac River,37.913944,-76.257589,7/5/19 13:50,8/3/19 4:25,,8/15/19 11:35,,Snap,,,2.05,48 kHz,2 on 8 off,,,Potomac Snap,"Bailey Lab Drive > DolphinWatch > Potomac_Snap (zipped, both wav and combined flac files)","Fred let us know the device sat on the dock for 2 or so weeks due to him forgetting the gear, foul weather, etc. Exact deployment date is unknown. Bill notes from email: ""According to Fred, the Snap spent ""a couple of weeks"" on the dock in July awaiting redeployment. It may have been out in the full sun during part of that time. When I opened it the display screen was loose -- it's held in place by the ribbon cable and adhesive tape; I reattached the tape and hoped for the best. I was scared to see the display screen showing ""Next start time 23 July 2019 at XXXX"", which made me wonder whether I had forgotten to start it or if it had frozen partway through its time in the water. Neither was the case: there's a complete set of recordings from 5 July through 15 August."" Bill agreed to contact David Mann about the screen being loose to get info on possible repair options.",
158,2019,8,ChesBay,Potomac River,37.913944,-76.257589,8/15/19 11:50,8/30/19 5:10,,9/26/19 8:30,,Snap,,,2.05,48 kHz,2 on 8 off,,,Potomac Snap,,,
159,2019,8,MWEA,A5C,38.336,-74.723,,8/31/19,Oct-19,,27.5,C-POD,,NA,NA,NA,Continuous,,,,,,
164,2019,8,MWEA,T3C,38.336,-74.35,8/21/19 13:42,8/31/19 8:32,10/24/19 9:15,10/28/19 13:01,42,C-POD,2593,NA,NA,NA,Continuous,,,,,Communicated to release at recovery time noted but did not recover until 10/25/19 11:30,
165,2019,8,MWEA,W1C,38.353,-74.742,8/21/19 19:42,8/31/19 10:45,10/24/19 13:26,10/28/19 0:41,27.5,C-POD,2969,NA,NA,NA,Continuous,,,,,,
166,2019,8,MWEA,W1C,38.353,-74.742,8/30/19 16:20,8/31/19 10:45,10/24/19 13:26,10/24/19 23:57,27.5,LS1X,,,,,,,,SM3M 2018 AprilJul Onward,,,
167,2019,8,MWEA,W2C,38.371,-74.754,8/22/19 14:46,8/31/19 11:02,10/25/19 12:33,10/28/19 13:01,27.7,C-POD,2494,NA,NA,NA,Continuous,,,,,,
168,2019,8,MWEA,W3C,38.396,-74.784,8/21/19 19:58,8/31/19 11:17,10/24/19 14:45,10/18/19 12:41,26.3,C-POD,2572,NA,NA,NA,Continuous,,,,,,
169,2019,8,MWEA,W3C,38.396,-74.784,8/28/19 10:20,8/31/19 11:17,10/24/19 14:45,10/4/19 9:55,26.3,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,Recording issues,Only recorded a few duty cycles and at infrequent intervals,
160,2019,9,MWEA,A5C,38.336,-74.723,9/18/19 16:29,8/31/19 11:22,10/24/19 12:34,10/28/19 12:38,27.5,LS1X,,,,,,,,SM3M 2018 AprilJul Onward,,Gain: -3.86,
170,2019,8,MWEA,W4C,38.423,-74.774,8/22/19 9:02,8/31/19 11:28,10/24/19 15:30,10/28/19 13:11,26,C-POD,2491,NA,NA,NA,Continuous,,,,,20190903 19:54,
161,2019,8,MWEA,T1C,38.336,-74.949,8/22/19 12:01,8/31/19 12:25,10/24/19 16:54,10/28/19 12:56,19,C-POD,2846,NA,NA,NA,Continuous,,,,,,
162,2019,8,MWEA,T1C,38.336,-74.949,8/28/19 10:27,8/31/19 12:25,10/24/19 16:54,8/29/19 10:32,19,SM3M,,165 dB re 1V/µPa,0 dB re 1 µPa,48 kHz,5 min on and 10 off,,,SM3M 2018 AprilJul Onward,Recording issues,Only recorded one duty cycle,
171,2019,10,ChesBay,Potomac River,37.913944,-76.257589,10/14/19 12:00,10/15/19 5:43,12/13/19 9:51,10/17/19 14:50,,Snap,,,2.05,48 kHz,2 on 8 off,,,Potomac Snap,,,
172,2019,10,ChesBay,Potomac River,37.913944,-76.257589,10/14/19 12:29,10/15/19 5:43,12/13/19 9:51,1/13/20 12:47,1.5,C-POD,,NA,NA,NA,Continuous,,,,,C-POD was deployed with SD card # 2496. Replace zip ties next time for winter deployment period! Moor through the holes in the cap next time?,
155,2019,6,BSB,BSB,,,6/7/19 8:43,Jun-19,,9/6/19 11:22,,Soundtrap,67649542,,,,,,,Soundtrap,,,
156,2019,6,BSB,BSBMidSW,,,6/6/19 9:50,Jun-19,,9/3/19 19:35,,LS1,,,,,5 on 10 off?,,,SM3M 2018 AprilJul Onward,,Recording error 6/5/19- 6/7/19,
173,2019,12,ChesBay,Potomac River,37.913944,-76.257589,12/14/19 14:12,Not deployed,Not deployed,3/25/20 9:55,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,"Initiated C-POD 2968 with SD card 2572, C-POD was never deployed. May have been deployed with SD card 2968",
149,2019,4,Soundscape,Patuxent River Pier,38.317402,-76.451061,4/4/19 13:12,,,5/10/19 16:04,1.5,Soundtrap,67649542,,,,Continuous,,,,,5 minute files,
150,2019,5,Soundscape,Patuxent River Pier,38.317402,-76.451061,5/3/19 10:16,,,5/10/19 16:04,1.5,Soundtrap,67649542,,,,Continuous,,,,,5 minute files,
151,2019,5,Soundscape,Patuxent River Pier,38.317402,-76.451061,5/11/19 9:35,,,5/22/19 10:35,1.5,Soundtrap,67649542,,,,Continuous,,,,,5 minute files,
152,2019,5,Soundscape,Patuxent River Pier,38.317402,-76.451061,5/28/19 10:29,,,5/28/19 14:09,1.5,Soundtrap,67649542,,,,Continuous,,,,,5 minute files,
,2019,5,ChesBay,Rhode River,38.867979,-76.511731,05/17/19 10:05,,,9/30/2019 12:24,,DSG,,169.7 dB re 1V/µPa,20 dB,96 kHz,5 min on and 10 off,,,SERC LS1 Hydrophone Downloads,,,
177,2020,11,ChesBay,Potomac River,37.913944,-76.257589,11/19/2020 12:14,"December, 2020",,,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,Initiated C-POD 2968 with SD card 2491,
172,2020,3,ChesBay,Potomac River,37.913944,-76.257589,3/25/20 10:02,"Likely April 24, 2020",,9/30/2020 6:48,1.5,C-POD,2968,NA,NA,NA,Continuous,,,,,Initiated C-POD 2968 with SD card 2491,
176,2020,5,ChesBay,Potomac River,37.913944,-76.257589,5/27/20 10:30,,,,1.5,LS1,437930,,(-) 3.9 dB,48 kHz,2 min on and 8 off,,,,,"166 day of expected bettery recording time, four 256 GB micro SD of memory",
,,,,,,,,,,,,,,,,,,,,,,,
180,2021,5,ChesBay,Potomac River,37.913944,-76.257589,5/18/21 12:01,5/19/21 14:00,9/15/2021 10:18 AM,,1.5,C-POD,2572,NA,NA,NA,Continuous,,,No data,,Recording incorrectly stopped resulting in corrupt files.,
181,2021,5,ChesBay,Potomac River,37.913944,-76.257589,5/19/21 12:30,5/19/21 14:00,9/15/2021 10:18 AM,,1.5,LS1,437930,NA,(-) 3.9 dB,48 kHz,2 min on and 10 off,,,"Alex Carrol's laptop, Robert has copy of raw data",,"166 day of expected bettery recording time, four 256 GB micro SD of memory",
186,2021,9,ChesBay,Potomac River,37.913944,-76.257589,9/15/2021 10:31,9/15/21 10:35,unknown,3/27/22 12:53 PM,1.5,C-POD,2969,NA,NA,NA,Continuous,,,Robert has SD card #2969 as of 5/5/2022,,No lights were on or flashing after retrieval. Last recording date TBD.,
187,2022,9,ChesBay,Potomac River,37.913944,-76.257589,3/27/22 12:40,unknown-est 3/31/2022,unknown- after 9/22/2022,12/6/2022 13:35 EST,1.5,C-POD,2969,NA,NA,NA,Continuous,2968,,,,"Redeployed POD #2969 with SD card #2968- JCT. Raw files are on Delphinus/DW drive. Device light was blinking when opened on 12/6/2022. When CPOD.exe was used to read the SD card it asked if it was ""POD = 0""? I clicked no and entered POD 2969 into the notes field twice. It didn't work. The 3rd try I clicked Yes it still didn't work. I then tried to copy the raw files from the SD card to my computer (using Windows) and it could no longer read any files on the SD card. Robert was able to copy the raw files from the SD card. The raw files are [Robert insert location(s) here]????",
178,2021,5,CBBBMB,Cedar Point,38.30089,-76.36416,5/18/21 11:55,5/19/21 17:00,12/14/21 15:48,12/17/21 15:09,4,C-POD,2859,NA,NA,NA,Continuous,,,https://drive.google.com/drive/folders/1CiSNhpG3mN9Sk7PIyV-Vw95qvzJD4SjX?usp=sharing,,"Deployed by Secor D, O'Brien M. Recovered and switched on 8/20 @ 16:15 EDT. Batteries were dead upon recovery in December",
179,2021,5,CBBBMB,Cedar Point,38.31597,-76.29601,5/18/21 12:00,5/19/21 19:30,12/14/21 17:57,12/17/21 15:16,21,C-POD,2593,NA,NA,NA,Continuous,,,https://drive.google.com/drive/folders/1aKPuHh4IIafOQ3WTduONAqfTiDwC6gm_?usp=sharing,,"Deployed by Secor D, O'Brien M. Picked up and redeployed on 8/20 @ 18:33. Batteries were dead upon recovery in December",
182,2021,5,ChesBay,Mallows Bay,38.470268,-77.271313,5/27/21 9:30,5/27/21 9:42,7/13/21 8:10 EST,,4,Snap,,,2.05,32.0 kHz,5 min on and 15 off,,,Mallows Bay,,"Originally started at 09:00, but red light did not turn on. Stopped at 09:24 and re-started at 09:30. All times are in EDT. Tidal range is approximately 1-2 ft (according to Carl Sharp). Grapple was dropped to the ENE of the instrument. ",
183,2021,7,ChesBay,Rappahannock,37.616157,-76.31689,7/13/2021 13:22,7/23/2021,Lost in storm,NA,5.5,C-POD,2497,NA,NA,NA,Continuous,,,"No data, device was lost in a storm in Fall 2021.",,"1st deployment at this location with Paul Somers (cell: 804-761-1216) of 647 Cherry Pt Dr. White Stone, VA 22578. Dock address: 242 Harpers Creek Dr. White Stone, VA. Boat name: Four Sons. Device likely turned on, while handled vertically, on 7/22/2021 at 13:25 EST. Deployed in water on 7/24/2021 around 8:00 AM. Device was lost in a storm in Fall 2021 which damaged the pound net and broke stakes. Smith Pt Sea Rescue attempted to locate it with sidescan sonar and grappling with no luck. A diver was not sent down in Winter 2022 due to cold water temps and high risk. ",
184,2021,12,CBBBMB,Cedar Point,38.30093,-76.36384,12/14/21 9:56,12/14/2021 16:17:00 UTC,5/4/2022 12:26:00 EST,5/9/2022 11:26 EST,4,C-POD,2590,NA,NA,NA,Continuous,2590,yes,https://drive.google.com/drive/folders/1JTa9YG7YQyixjXRtsOzx_WVxa3saR0F8?usp=sharing,,"Deployed by Secor D, O'Brien M",
185,2021,12,CBBBMB,Cedar Point (Station 5),38.31565,-76.29455,12/14/21 9:59,12/14/2021 13:27 EST,5/4/2022 10:18 EST,5/10/2022 9:36 EST,32,C-POD,2846,NA,NA,NA,Continuous,2846,yes,https://drive.google.com/drive/folders/1jg36_dmmqdUTATxCyIsoHzo3BS8eoRbj?usp=sharing,,"Deployed by Secor D, O'Brien M",
188,2022,3,ChesBay,Rappahannock River,37.616157,-76.31689,3/27/2022 13:42 EST,4/16/2022 time unknown,9/21/22 morning,9/22/2022 12:56 EST,5.5,C-POD,2494,NA,NA,NA,Continuous,2496,,,,"Deployed by Paul Somers, pound net fisher on Rappahannock River. Mooring was a 45 lb weight plate, zip tied C-POD and a small hard orange buoy. Device was retreived by P. Somers on monring of 9/21/2022 and transported back to his dock (242 Harpers Creek Rd White Stone VA) in a plastic bin. Jamie and Lauren retreived the device in afternoon of 9/21/2022 and transported it back to CBL. Jamie cleaned the device on the morning of 9/22/2022. The light was flashing when the device was opened and recording was stopped 9/22/2022 at 12:56 EST. Read SD card info was correct except water depth says 50m and it should be 5.5m.",Time POD ON reported 167d 4h 57m 559Mb. CP1 file range is 178d 23h 41m (full range) from 27/3/2022 13:43 to 22/92022 13:23
189,2022,5,CBBBMB,Cedar Point,38.30089,-76.36416,5/3/2022 13:00 EST,5/4/2022 17:46 UTC,see notes,NA,4,C-POD,2592,NA,NA,NA,Continuous,2592,,,,Setup by JCT. Deployed by Secor Team (Mike O'Brien) schedule for Wed 5/4/2022. Next hot swap will be Aug/Sept 2022. Recovery attempted in Dec 2022 and Sept 2023 but unsuccessful. Device did not mark on side scan sonar and is currently presumed lost. ,
190,2022,5,CBBBMB,Cedar Point,38.31597,-76.29601,5/3/2022 13:14 EST,5/4/2022 15:46 UTC,see notes,12/5/2023 8:07 UTC,21,C-POD,2593,NA,NA,NA,Continuous,2593,,,,"Setup by JCT. Deployed by Secor Team (Mike O'Brien) schedule for Wed 5/4/2022. Next hot swap will be Aug/Sept 2022. Recovery attempted in Dec 2022 and Sept 2023 but unsuccessful. Device did mark on side scan sonar in Sept 2023 and another recovery effort may take place, funding-dependent. ",
200,2022,9,ChesBay,Potomac River,37.913944,-76.257589,9/21/2022 10:08 EST,never,NA,12/6/2022 13:09 EST,1.5,C-POD,2590,NA,NA,NA,Continuous,2590,,Files erased from SD card before CPOD setup. Delivered to Fred Jett on 9/29/22 by Lauren.,,"Setup by Jamie, delivered to Fred Jett on Wed 9/21/22 with Lauren. Jamie will retreive when Fred pulls his net or Robert will hotswap in the Spring.",
201,2022,12,CBBBMB,Cedar Point,38.30089,-76.36416,12/12/2022 12:25 EST,12/13/2022 time TBD,9/12/2023 11:38 UTC,12/5/2023 7:38 UTC,4,C-POD,2807,NA,NA,NA,Continuous,2807,,Files erased from SD card before CPOD start. West site.,,Setup by Jamie. Deployed by Lauren and Mike O'Brien. ,
202,2022,12,CBBBMB,Cedar Point,38.31597,-76.29601,12/12/2022 12:35 EST,12/13/2022 time TBD,9/12/2023 12:48 UTC,12/5/2023 7:54 UTC,21,C-POD,2846,NA,NA,NA,Continuous,2846,,Files erased from SD card before CPOD start. East site. ,,Setup by Jamie. Deployed by Lauren and Mike O'Brien. ,
203,2023,4,MWEA,A5C,38.379444,-74.815278,4/18/23 12:36 EDT,4/19/2023 13:19 EDT,10/12/2023 09:57 EDT,11/16/2023 12:24 EDT,27.2,F-POD,7247,NA,NA,NA,Continuous,7247,,,,,
204,2023,4,MWEA,A5C,38.379444,-74.815278,4/18/23 17:37 EDT,4/19/2023 13:19 EDT,10/12/2023 09:57 EDT,11/21/2023 14:36 EDT,27.2,C-POD,2859,NA,NA,NA,Continuous,2859,,,,Stopping the CPOD went as expected. Opened and observed red light flashing ~ every 2sec. Red light stayed on while black button was pressed and went off when released. ,
205,2023,4,MWEA,T1C,38.379167,-75.184722,4/18/23 12:36 EDT,4/19/2023 14:46 EDT,10/24/2023 11:03 EDT,11/16/2023 12:36 EDT,19.5,F-POD,7250,NA,NA,NA,Continuous,7520,,,,,
206,2023,4,MWEA,T1C,38.379167,-75.184722,4/18/23 17:37 EDT,4/19/2023 14:46 EDT,10/24/2023 11:03 EDT,11/21/2023 03:18 EDT,19.5,C-POD,2968,NA,NA,NA,Continuous,2572,,,,"C-POD SD card 2572, green light in F-POD slightly off. Stopping the CPOD went as expected. Opened and observed red light flashing ~ every 2sec. Red light stayed on while black button was pressed and went off when released. CPOD.exe registered POD as 2969",
207,2023,4,MWEA,T2C,38.378056,-74.575,4/18/23 12:19 EDT,4/19/2023 10:37 EDT,10/11/2023 10:53 EDT,11/16/2023 14:20 EDT,45.1,F-POD,7246,NA,NA,NA,Continuous,7246,,,,,
208,2023,4,MWEA,T3C,38.504167,-74.539167,4/18/23 12:19 EDT,4/19/2023 09:43 EDT,Lost during deployment,Lost during deployment,31.5,F-POD,7245,NA,NA,NA,Continuous,7245,,,,,
209,2023,4,MWEA,D1,38.516111,-74.842222,4/18/23 12:28 EDT,4/19/2023 12:11 EDT,10/11/2023 12:52 EDT,11/16/2023 14:35 EDT,28.5,F-POD,7047,NA,NA,NA,Continuous,7047,,,,,
210,2023,4,MWEA,D2,38.3925,-74.805,4/18/23 12:28 EDT,4/19/2023 11:35 EDT,10/24/2023 11:03 EDT,11/16/2023 14:46 EDT,32.6,F-POD,7252,NA,NA,NA,Continuous,7252,,,,,
211,2023,4,MWEA,V4,38.361944,-74.835833,NA,4/19/2023 12:27 EDT,10/11/2023 13:34 EDT,10/13/2023 15:00 EDT,31,VR2AR,NA,NA,NA,NA,NA,NA,,,,,
212,2023,4,MWEA,V5,38.3925,-74.7944,NA,4/19/2023 13:37 EDT,10/11/2023 14:14 EDT,10/13/2023 15:10 EDT,26.4,VR2AR,NA,NA,NA,NA,NA,NA,,,,,
